Reference area,TIME_PERIOD,life_exp_norm,diff_ends_norm,earnings_norm,disp_income_norm,employment_norm,long_unemp_norm,safe_norm,housing_cost_norm,life_sat_norm,support_norm,reading_norm,L1_phys,L2_safety,L3_belonging,L4_esteem,L5_self_act,wellbeing_index
Austria,2008,0.8239999999999997,0.86,0.8536336166666668,0.9167,0.7434000000000001,0.8946004754053433,0.773333333333,0.759256719429552,,0.91452772301,0.5076816554458664,0.8419999999999999,0.823487357472427,0.91452772301,,0.5076816554458664,0.8228317231883818
Austria,2009,0.82,0.846,0.87392305,0.923175,0.74041,0.8767348871523916,0.773333333333,0.7555112635254796,,0.91452772301,0.4811345284055999,0.833,0.8238479223351453,0.91452772301,,0.4811345284055999,0.8169412357479936
Austria,2010,0.8280000000000001,0.856,0.8683957499999999,0.9088,0.74646,0.8673017088433899,0.773333333333,0.6998599296864408,,0.91452772301,0.5069021324914663,0.8420000000000001,0.8106917869771384,0.91452772301,,0.5069021324914663,0.8191257522109113
Austria,2011,0.8439999999999998,0.856,0.8554607166666666,0.88955,0.7474500000000001,0.8709816854266315,0.83,0.6466632199128881,,0.9395890302719999,0.5326697365773334,0.8499999999999999,0.8066842703343644,0.9395890302719999,,0.5326697365773334,0.8292073324592929
Austria,2012,0.8439999999999998,0.86,0.8621973833333332,0.90855,0.75155,0.8692129709341012,0.83,0.6597979917466164,,0.9395890302719999,0.5584373406632,0.8519999999999999,0.8135513910023419,0.9395890302719999,,0.5584373406632,0.8342961830205017
Austria,2013,0.8519999999999999,0.86,0.8626961999999999,0.878975,0.7526999999999999,0.8568975542651859,0.83,0.5940490944836375,0.78100056064,0.9395890302719999,0.5521123566291999,0.8559999999999999,0.7958863081248039,0.9395890302719999,0.78100056064,0.5521123566291999,0.8243784388927369
Austria,2014,0.8639999999999998,0.851,0.8672321333333334,0.878275,0.75027,0.8306119422195888,0.8066666666669999,0.5996398150843905,,0.915153156883,0.5457873725951999,0.8574999999999999,0.7887825928840521,0.915153156883,,0.5457873725951999,0.8227434879604875
Austria,2015,0.8519999999999999,0.866,0.8759797666666665,0.87555,0.7515900000000001,0.8128426310390215,0.8066666666669999,0.5944702509800096,,0.915153156883,0.5394623885612,0.859,0.7861832192254496,0.915153156883,,0.5394623885612,0.8220266218952936
Austria,2016,0.8719999999999999,0.872,0.8875629500000001,0.88965,0.75744,0.780246290054421,0.8066666666669999,0.6047434675846315,,0.915153156883,0.5388316836646664,0.8719999999999999,0.7877182290510087,0.915153156883,,0.5388316836646664,0.827575821968779
Austria,2017,0.8680000000000001,0.885,0.88771895,0.89235,0.76423,0.7932743054210424,0.84,0.5879154764833188,,0.921018243735,0.5382009787681333,0.8765000000000001,0.7942481219840601,0.921018243735,,0.5382009787681333,0.8324963153914383
Austria,2018,0.8719999999999999,0.887,0.8923359500000001,0.902675,0.77178,0.8462974765310172,0.84,0.6087490730883397,0.80024162941,0.921018243735,0.5375702738716,0.8795,0.8103062499365595,0.921018243735,0.80024162941,0.5375702738716,0.8336398286700678
Austria,2019,0.88,0.893,0.9024630499999999,0.90405,0.77654,0.8796267214845228,0.84,0.593646685077659,0.7998926154966666,0.921018243735,0.5335877054037,0.8865000000000001,0.8160544094270303,0.921018243735,0.7998926154966666,0.5335877054037,0.8371663813956536
Austria,2020,0.8519999999999999,0.906,0.9058841000000001,0.8851,0.76457,0.856792837290619,0.8233333333330001,0.5431864617523176,0.7995436015833333,0.8869306487549999,0.5296051369358004,0.879,0.796477788729323,0.8869306487549999,0.7995436015833333,0.5296051369358004,0.8224692200781947
